  319.50  320.50  321.50  322.50  323.50  324.50  325.50  326.50  327.50  328.50
  329.50  330.50  331.50  332.50  333.50  334.49  335.49  336.49  337.49  338.49
  339.49  340.49  341.49  342.49  343.49  344.49  345.49  346.49  347.49  348.49
  349.49  350.49  351.49  352.49  353.49  354.49  355.49  356.49  357.49  358.49
  359.49    0.49    1.49    2.49    3.49    4.49    5.49    6.49    7.49    8.49
    9.48   10.48   11.48   12.48   13.48   14.48   15.48   16.48   17.48   18.48
   19.48   20.48   21.48   22.48   23.48   24.48   25.48   26.48   27.48   28.48
   29.48   30.48   31.48   32.48   33.48   34.48   35.48   36.48   37.48   38.48
   39.48   40.48   41.48   42.48   43.48   44.48   45.48   46.48   47.48   48.48
   49.48   50.48   51.48   52.48   53.48   54.48   55.48   56.48   57.48   58.48
   59.48   60.48   61.48   62.48   63.48   64.48   65.48   66.48   67.48   68.48
   69.48   70.48   71.48   72.48   73.48   74.48   75.48   76.48   77.48   78.48
   79.48   80.48   81.48   82.48   83.48   84.48   85.48   86.48   87.48   88.48
   89.48   90.49   91.49   92.49   93.49   94.49   95.49   96.49   97.49   98.49
   99.49  100.49  101.49  102.49  103.49  104.49  105.49  106.49  107.49  108.49
  109.49  110.49  111.49  112.49  113.49  114.49  115.49  116.49  117.49  118.49
  119.49  120.49  121.49  122.49  123.49  124.50  125.50  126.50  127.50  128.50
  129.50  130.50  131.50  132.50  133.50  134.50  135.50  136.50  137.50  138.50
  139.50  140.50  141.50  142.50  143.50  144.50  145.50  146.50  147.50  148.50
  149.50  150.50  151.50  152.50  153.50  154.51  155.51  156.51  157.51  158.51
  159.51  160.51  161.51  162.51  163.51  164.51  165.51  166.51  167.51  168.51
  169.51  170.51  171.51  172.51  173.51  174.51  175.51  176.51  177.51  178.51
  179.51  180.51  181.51  182.51  183.51  184.51  185.51  186.51  187.51  188.52
  189.52  190.52  191.52  192.52  193.52  194.52  195.52  196.52  197.52  198.52
  199.52  200.52  201.52  202.52  203.52  204.52  205.52  206.52  207.52  208.52
  209.52  210.52  211.52  212.52  213.52  214.52  215.52  216.52  217.52  218.52
  219.52  220.52  221.52  222.52  223.52  224.52  225.52  226.52  227.52  228.52
  229.52  230.52  231.52  232.52  233.52  234.52  235.52  236.52  237.52  238.52
  239.52  240.52  241.52  242.52  243.52  244.52  245.52  246.52  247.52  248.52
  249.52  250.52  251.52  252.52  253.52  254.52  255.52  256.52  257.52  258.52
  259.52  260.52  261.52  262.52  263.52  264.52  265.52  266.52  267.52  268.52
  269.51  270.51  271.51  272.51  273.51  274.51  275.51  276.51  277.51  278.51
  279.51  280.51  281.51  282.51  283.51  284.51  285.51  286.51  287.51  288.51
  289.51  290.51  291.51  292.51  293.51  294.51  295.51  296.51  297.51  298.51
  299.51  300.51  301.51  302.51  303.51  304.50  305.50  306.50  307.50  308.50
  309.50  310.50  311.50  312.50  313.50  314.50  315.50  316.50  317.50  318.50
  319.50  320.50  321.50  322.50  323.50  324.50  325.50  326.49  327.49  328.49
  329.49  330.49  331.49  332.49  333.49  334.49  335.49  336.49  337.49  338.49
  339.48  340.48  341.48  342.48  343.48  344.48  345.48  346.48  347.48  348.48
  349.48  350.48  351.48  352.48  353.48  354.47  355.47  356.47  357.47  358.47
  359.47    0.47    1.47    2.47    3.47    4.47    5.47    6.47    7.47    8.47
    9.47   10.47   11.47   12.47   13.46   14.46   15.46   16.46   17.46   18.46
   19.46   20.46   21.46   22.46   23.46   24.46   25.46   26.46   27.46   28.46
   29.46   30.46   31.46   32.46   33.46   34.46   35.46   36.46   37.46   38.46
   39.46   40.46   41.46   42.46   43.46   44.46   45.46   46.46   47.46   48.46
   49.46   50.46   51.46   52.46   53.46   54.46   55.46   56.46   57.46   58.46
   59.46   60.46   61.46   62.46   63.46   64.46   65.46   66.46   67.46   68.46
   69.46   70.46   71.46   72.46   73.46   74.46   75.46   76.46   77.46   78.46
   79.46   80.46   81.46   82.46   83.46   84.46   85.46   86.46   87.47   88.47
   89.47   90.47   91.47   92.47   93.47   94.47   95.47   96.47   97.47   98.47
   99.47  100.47  101.47  102.47  103.47  104.47  105.48  106.48  107.48  108.48
  109.48  110.48  111.48  112.48  113.48  114.48  115.48  116.48  117.48  118.48
  119.49  120.49  121.49  122.49  123.49  124.49  125.49  126.49  127.49  128.49
  129.49  130.49  131.49  132.49  133.50  134.50  135.50  136.50  137.50  138.50
  139.50  140.50  141.50  142.50  143.50  144.50  145.51  146.51  147.51  148.51
  149.51  150.51  151.51  152.51  153.51  154.51  155.51  156.51  157.51  158.51
  159.52  160.52  161.52  162.52  163.52  164.52  165.52  166.52  167.52  168.52
  169.52  170.52  171.52  172.52  173.53  174.53  175.53  176.53  177.53  178.53
  179.53  180.53  181.53  182.53  183.53  184.53  185.53  186.53  187.53  188.53
  189.53  190.53  191.54  192.54  193.54  194.54  195.54  196.54  197.54  198.54
  199.54  200.54  201.54  202.54  203.54  204.54  205.54  206.54  207.54  208.54
  209.54  210.54  211.54  212.54  213.54  214.54  215.54  216.54  217.54  218.54
  219.54  220.54  221.54  222.54  223.54  224.54  225.54  226.54  227.54  228.54
  229.54  230.54  231.54  232.54  233.54  234.54  235.54  236.54  237.54  238.54
  239.54  240.54  241.54  242.54  243.54  244.54  245.54  246.54  247.54  248.54
  249.54  250.54  251.54  252.54  253.54  254.54  255.54  256.54  257.54  258.54
  259.54  260.54  261.54  262.54  263.54  264.54  265.53  266.53  267.53  268.53
  269.53  270.53  271.53  272.53  273.53  274.53  275.53  276.53  277.53  278.53
  279.53  280.53  281.53  282.53  283.53  284.52  285.52  286.52  287.52  288.52
  289.52  290.52  291.52  292.52  293.52  294.52  295.52  296.52  297.52  298.52
  299.51  300.51  301.51  302.51  303.51  304.51  305.51  306.51  307.51  308.51
  309.51  310.51  311.51  312.50  313.50  314.50  315.50  316.50  317.50  318.50
  319.50  320.50  321.50  322.50  323.49  324.49  325.49  326.49  327.49  328.49
  329.49  330.49  331.48  332.48  333.48  334.48  335.48  336.48  337.48  338.48
  339.47  340.47  341.47  342.47  343.47  344.47  345.47  346.47  347.46  348.46
  349.46  350.46  351.46  352.46  353.46  354.46  355.46  356.45  357.45  358.45
  359.45    0.45    1.45    2.45    3.45    4.45    5.45    6.44    7.44    8.44
    9.44   10.44   11.44   12.44   13.44   14.44   15.44   16.44   17.44   18.43
   19.43   20.43   21.43   22.43   23.43   24.43   25.43   26.43   27.43   28.43
   29.43   30.43   31.43   32.43   33.43   34.43   35.43   36.43   37.43   38.43
   39.42   40.42   41.42   42.42   43.42   44.42   45.42   46.42   47.42   48.42
   49.42   50.42   51.42   52.42   53.42   54.42   55.42   56.42   57.42   58.42
   59.42   60.42   61.42   62.43   63.43   64.43   65.43   66.43   67.43   68.43
   69.43   70.43   71.43   72.43   73.43   74.43   75.43   76.43   77.43   78.43
   79.43   80.43   81.43   82.44   83.44   84.44   85.44   86.44   87.44   88.44
   89.44   90.44   91.44   92.44   93.44   94.45   95.45   96.45   97.45   98.45
   99.45  100.45  101.45  102.45  103.45  104.46  105.46  106.46  107.46  108.46
  109.46  110.46  111.46  112.47  113.47  114.47  115.47  116.47  117.47  118.47
  119.47  120.48  121.48  122.48  123.48  124.48  125.48  126.48  127.48  128.49
  129.49  130.49  131.49  132.49  133.49  134.49  135.50  136.50  137.50  138.50
  139.50  140.50  141.50  142.50  143.51  144.51  145.51  146.51  147.51  148.51
  149.51  150.52  151.52  152.52  153.52  154.52  155.52  156.52  157.52  158.53
  159.53  160.53  161.53  162.53  163.53  164.53  165.53  166.54  167.54  168.54
  169.54  170.54  171.54  172.54  173.54  174.55  175.55  176.55  177.55  178.55
  179.55  180.55  181.55  182.55  183.55  184.56  185.56  186.56  187.56  188.56
  189.56  190.56  191.56  192.56  193.56  194.56  195.56  196.57  197.57  198.57
  199.57  200.57  201.57  202.57  203.57  204.57  205.57  206.57  207.57  208.57
  209.57  210.57  211.57  212.57  213.57  214.57  215.57  216.58  217.58  218.58
  219.58  220.58  221.58  222.58  223.58  224.58  225.58  226.58  227.58  228.58
  229.58  230.58  231.58  232.58  233.58  234.58  235.58  236.58  237.58  238.58
  239.57  240.57  241.57  242.57  243.57  244.57  245.57  246.57  247.57  248.57
  249.57  250.57  251.57  252.57  253.57  254.57  255.57  256.57  257.57  258.57
  259.57  260.56  261.56  262.56  263.56  264.56  265.56  266.56  267.56  268.56
  269.56  270.56  271.56  272.55  273.55  274.55  275.55  276.55  277.55  278.55
  279.55  280.55  281.55  282.54  283.54  284.54  285.54  286.54  287.54  288.54
  289.54  290.54  291.53  292.53  293.53  294.53  295.53  296.53  297.53  298.53
  299.52  300.52  301.52  302.52  303.52  304.52  305.52  306.52  307.51  308.51
  309.51  310.51  311.51  312.51  313.51  314.51  315.50  316.50  317.50  318.50
  319.50  320.50  321.50  322.49  323.49  324.49  325.49  326.49  327.48  328.48
  329.48  330.48  331.48  332.47  333.47  334.47  335.47  336.47  337.46  338.46
  339.46  340.46  341.46  342.45  343.45  344.45  345.45  346.45  347.45  348.44
  349.44  350.44  351.44  352.44  353.43  354.43  355.43  356.43  357.43  358.43
  359.43    0.42    1.42    2.42    3.42    4.42    5.42    6.41    7.41    8.41
    9.41   10.41   11.41   12.41   13.41   14.40   15.40   16.40   17.40   18.40
   19.40   20.40   21.40   22.40   23.39   24.39   25.39   26.39   27.39   28.39
   29.39   30.39   31.39   32.39   33.39   34.39   35.39   36.39   37.38   38.38
   39.38   40.38   41.38   42.38   43.38   44.38   45.38   46.38   47.38   48.38
   49.38   50.38   51.38   52.38   53.38   54.38   55.38   56.38   57.38   58.38
   59.38   60.38   61.38   62.38   63.38   64.38   65.39   66.39   67.39   68.39
   69.39   70.39   71.39   72.39   73.39   74.39   75.39   76.39   77.39   78.40
   79.40   80.40   81.40   82.40   83.40   84.40   85.40   86.40   87.41   88.41
   89.41   90.41   91.41   92.41   93.41   94.42   95.42   96.42   97.42   98.42
   99.42  100.42  101.43  102.43  103.43  104.43  105.43  106.43  107.44  108.44
  109.44  110.44  111.44  112.45  113.45  114.45  115.45  116.45  117.46  118.46
  119.46  120.46  121.46  122.47  123.47  124.47  125.47  126.47  127.48  128.48
  129.48  130.48  131.48  132.49  133.49  134.49  135.49  136.49  137.50  138.50
  139.50  140.50  141.51  142.51  143.51  144.51  145.51  146.52  147.52  148.52
  149.52  150.52  151.53  152.53  153.53  154.53  155.53  156.54  157.54  158.54
  159.54  160.54  161.55  162.55  163.55  164.55  165.55  166.56  167.56  168.56
  169.56  170.56  171.57  172.57  173.57  174.57  175.57  176.57  177.58  178.58
  179.58  180.58  181.58  182.58  183.58  184.59  185.59  186.59  187.59  188.59
  189.59  190.59  191.60  192.60  193.60  194.60  195.60  196.60  197.60  198.60
  199.60  200.61  201.61  202.61  203.61  204.61  205.61  206.61  207.61  208.61
  209.61  210.61  211.61  212.61  213.62  214.62  215.62  216.62  217.62  218.62
  219.62  220.62  221.62  222.62  223.62  224.62  225.62  226.62  227.62  228.62
  229.62  230.62  231.62  232.62  233.62  234.62  235.62  236.62  237.62  238.62
  239.62  240.62  241.61  242.61  243.61  244.61  245.61  246.61  247.61  248.61
  249.61  250.61  251.61  252.61  253.61  254.61  255.60  256.60  257.60  258.60
  259.60  260.60  261.60  262.60  263.60  264.59  265.59  266.59  267.59  268.59
  269.59  270.59  271.59  272.58  273.58  274.58  275.58  276.58  277.58  278.57
  279.57  280.57  281.57  282.57  283.57  284.57  285.56  286.56  287.56  288.56
  289.56  290.55  291.55  292.55  293.55  294.55  295.55  296.54  297.54  298.54
  299.54  300.54  301.53  302.53  303.53  304.53  305.53  306.52  307.52  308.52
  309.52  310.52  311.51  312.51  313.51  314.51  315.51  316.50  317.50  318.50
  319.50  320.50  321.49  322.49  323.49  324.48  325.48  326.48  327.48  328.47
  329.47  330.47  331.47  332.46  333.46  334.46  335.45  336.45  337.45  338.45
  339.44  340.44  341.44  342.44  343.43  344.43  345.43  346.43  347.42  348.42
  349.42  350.42  351.41  352.41  353.41  354.41  355.40  356.40  357.40  358.40
  359.39    0.39    1.39    2.39    3.39    4.38    5.38    6.38    7.38    8.38
    9.37   10.37   11.37   12.37   13.37   14.36   15.36   16.36   17.36   18.36
   19.36   20.36   21.35   22.35   23.35   24.35   25.35   26.35   27.35   28.34
   29.34   30.34   31.34   32.34   33.34   34.34   35.34   36.34   37.34   38.34
   39.34   40.33   41.33   42.33   43.33   44.33   45.33   46.33   47.33   48.33
   49.33   50.33   51.33   52.33   53.33   54.33   55.33   56.33   57.33   58.33
   59.33   60.33   61.33   62.34   63.34   64.34   65.34   66.34   67.34   68.34
   69.34   70.34   71.34   72.34   73.34   74.35   75.35   76.35   77.35   78.35
   79.35   80.35   81.36   82.36   83.36   84.36   85.36   86.36   87.37   88.37
